mediapipe;7.1898823910009355;181;83.38081467199999
opencv;541.6274621019982;2229;616.9782941929999
ssd;17.68171490299619;466;92.02954398500015
dlib;2244.415315860001;1968;2314.8610333730003
mtcnn;1454.0040436060108;5225;1527.7972318789998
retinaface;378.3687205409951;4161;458.33266261300014
