opencv;2545.2264417499264;11274;2937.0440902990013
ssd;96.50193320813196;2217;489.54446169600124
retinaface;1411.618161488921;20523;1813.243078136
dlib;10469.910937278906;9628;10826.709146312001
mediapipe;33.00122790412934;866;409.728471724
