precision,recall,f1,time
0.0005637674769517649,0.8503861003861004,0.0011267879445200823,3.648980738001228
0.0005829297749537778,0.86003861003861,0.0011650698715023387,3.592360527999517
0.0005447159109072936,0.8388030888030888,0.0010887248075782262,3.5702390039996317
0.0005037178360509432,0.8542471042471043,0.0010068419747299728,3.5594027019997156
0.0005722083125668311,0.8455598455598455,0.0011436426978217913,3.584119257000566
0.0005550935224704996,0.8194980694980695,0.0011094355599578702,3.5795122810004614
0.0005382667687015406,0.8445945945945946,0.0010758478910922254,3.587556441999368
0.0005482250599083382,0.861003861003861,0.0010957524238301582,3.581072347999907
0.0005262050729062252,0.8426640926640927,0.001051753374074219,3.5926637889997437
0.0005571205294016603,0.8233590733590733,0.0011134876246880962,3.6011922179995963
