precision,recall,f1,time
0.9678089304257529,0.8996138996138996,0.9324662331165583,0.304162124999948
0.9671457905544147,0.9092664092664092,0.9373134328358208,0.30660867500023414
0.9681069958847737,0.9083011583011583,0.9372509960159362,0.3026723719999609
0.9682051282051282,0.9111969111969112,0.938836399801094,0.3096588729999894
0.9671794871794872,0.9102316602316602,0.9378418697165589,0.31357556299985845
0.9672466734902764,0.9121621621621622,0.9388971684053651,0.30988570299973617
0.9673802242609582,0.916023166023166,0.9410014873574616,0.3144184940001651
0.9681397738951696,0.9092664092664092,0.9377799900447984,0.3077722430000449
0.9673802242609582,0.916023166023166,0.9410014873574616,0.3073270840002351
0.9680412371134021,0.9063706563706564,0.9361914257228314,0.30606835899970974
