precision,recall,f1,time
0.9771908763505402,0.7857142857142857,0.8710540395933654,21.67924426299942
0.9760765550239234,0.7876447876447876,0.8717948717948718,21.25191287999951
0.9852941176470589,0.7760617760617761,0.8682505399568035,21.54199477899965
0.9849246231155779,0.7567567567567568,0.8558951965065503,20.886370468999303
0.9754601226993865,0.7673745173745173,0.8589951377633711,20.986754695000855
0.9813432835820896,0.7615830115830116,0.857608695652174,20.907489212000655
0.9723557692307693,0.7808880308880309,0.866167023554604,21.039475412000684
0.9813432835820896,0.7615830115830116,0.857608695652174,20.924828399000035
0.9775280898876404,0.7557915057915058,0.8524768644529123,20.899317188999703
0.9782870928829915,0.7828185328185329,0.86970509383378,21.021692530999644
