precision,recall,f1,time
0.970498474059003,0.9208494208494209,0.9450222882615156,17.29670294099924
0.9695431472081218,0.9218146718146718,0.9450766947055913,16.89882451500125
0.9694501018329938,0.918918918918919,0.9435084241823588,17.142264865999095
0.9693564862104188,0.916023166023166,0.9419354838709677,16.991012267997576
0.9685279187817258,0.9208494208494209,0.9440870856011875,17.196888536000188
0.967479674796748,0.918918918918919,0.9425742574257426,17.15119387699815
0.9675785207700102,0.9218146718146718,0.944142362827484,17.058905686002618
0.9675785207700102,0.9218146718146718,0.944142362827484,16.99738190199787
0.9695431472081218,0.9218146718146718,0.9450766947055913,17.330974132995834
0.9711934156378601,0.9111969111969112,0.9402390438247011,17.09013716300069
