n,time
10000,1.6689037010000902
20000,6.442620326000906
30000,13.954473318002783
40000,23.53285340599541
50000,35.92077277799763
60000,53.872684688001755
70000,71.57510153299881
80000,92.72076576899963
90000,117.40635231199667
100000,142.91368981699998
110000,172.58041588700144
120000,206.36213895900255
130000,236.05281313799787
140000,269.4178126459974
150000,307.7412712380028
153019,319.14108951600065
