n,time
10000,1.6867079170042416
20000,6.241162032998545
30000,13.124179154998274
40000,22.71557713099901
50000,35.155732565992366
60000,49.806954595002026
70000,66.95255245199951
80000,87.10198378999849
90000,112.86533810700712
100000,138.40292421300182
110000,168.8856132909932
120000,198.39709872400636
130000,230.80428541699803
140000,270.15998569800286
150000,304.197789742997
153019,313.5795043479993
