n,time
10000,2.2896784700014905
20000,7.5114845770012835
30000,15.818453075995421
40000,27.37833571400006
50000,42.379182972998024
60000,60.50717301199802
70000,81.48932284500188
80000,105.56929098700311
90000,130.45916094600034
100000,159.8146222180021
110000,193.17560348200095
120000,224.29956653800218
130000,261.21708665299957
140000,302.2137099720003
150000,342.97028450000107
153019,363.0594322729976
