n,time
10000,1.644272125002317
20000,6.049476135987788
30000,12.99851582500196
40000,22.387016055996355
50000,34.20492460400055
60000,48.78643404199829
70000,67.53861723800219
80000,88.51040383200234
90000,110.8302939019959
100000,136.54173605900723
110000,171.85319523200087
120000,201.51068722900163
130000,240.35418268700596
140000,271.1968559540037
150000,315.23456509099924
153019,324.2551499359979
