n,time
10000,1.7619663669993315
20000,6.6084312870007125
30000,14.205156880001596
40000,25.547218431000147
50000,38.90742512700308
60000,54.80720307100091
70000,73.70631324999886
80000,96.27267596300044
90000,120.7674840860036
100000,147.84244752700033
110000,176.00773638199826
120000,209.55837196799803
130000,242.95712866999747
140000,281.1209565839981
150000,317.5887885889988
153019,335.08621077300086
