n,time
10000,1.6711643150047166
20000,6.0436646769994695
30000,12.893347991001065
40000,22.272050332008803
50000,33.83733018300336
60000,49.59005447499658
70000,65.49622847900537
80000,86.50145639100083
90000,109.15073328400831
100000,137.47518314599802
110000,162.71004831399114
120000,198.08255217900296
130000,230.836810503999
140000,270.69572012098797
150000,299.4346755890074
153019,316.6729341709979
